adult,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
False,"[27, 9648, 53]",659986,en,The Owners,17.823,2020-08-27,The Owners,5.642,351
False,"[35, 10751, 878]",9574,en,Flubber,18.049,1997-11-26,Flubber,5.642,2244
False,"[35, 10749]",253344,en,Some Kind of Beautiful,24.319,2015-07-16,Some Kind of Beautiful,5.641,551
False,"[53, 18, 9648]",373314,en,Misconduct,21.016,2016-02-05,Misconduct,5.6,539
False,"[27, 53]",11569,en,Hellraiser III: Hell on Earth,33.989,1992-09-11,Hellraiser III: Hell on Earth,5.64,697
False,"[53, 80, 28]",265208,en,Wild Card,60.635,2015-01-14,Wild Card,5.6,1672
False,[27],11056,en,Darkness,11.084,2002-10-11,Darkness,5.639,363
False,"[35, 10749]",624808,en,Love Wedding Repeat,16.626,2020-04-10,Love Wedding Repeat,5.637,679
False,[18],254302,en,High-Rise,18.264,2015-11-22,High-Rise,5.637,1102
False,"[27, 9648, 18]",9009,en,Dark Water,16.358,2005-07-08,Dark Water,5.6,952
False,"[12, 16, 10751, 35]",51170,en,Open Season 3,25.089,2010-10-21,Open Season 3,5.633,581
False,"[35, 10751, 16, 14, 10402]",23398,en,Alvin and the Chipmunks: The Squeakquel,44.919,2009-12-21,Alvin and the Chipmunks: The Squeakquel,5.632,2770
False,[35],13260,en,Semi-Pro,22.193,2008-02-28,Semi-Pro,5.63,741
False,"[14, 35, 10749, 878]",9327,en,The Nutty Professor,38.083,1996-06-28,The Nutty Professor,5.629,2774
False,"[27, 53, 878]",7341,en,The Rage: Carrie 2,24.685,1999-03-12,The Rage: Carrie 2,5.6,380
False,[35],244516,it,Indovina chi viene a Natale?,4.896,2013-12-19,Indovina chi viene a Natale?,5.628,351
False,"[10749, 18, 14]",86835,en,Knight of Cups,22.527,2015-02-08,Knight of Cups,5.628,609
False,"[10749, 35]",13596,en,My Best Friend's Girl,24.649,2008-09-19,My Best Friend's Girl,5.628,713
False,"[878, 28, 12]",346910,en,The Predator,60.261,2018-09-05,The Predator,5.627,4416
False,"[35, 80]",24271,en,The Maiden Heist,21.949,2009-05-09,The Maiden Heist,5.627,318
False,"[27, 35]",16337,en,The Texas Chainsaw Massacre 2,32.102,1986-08-22,The Texas Chainsaw Massacre 2,5.625,808
False,[18],271185,en,Ask Me Anything,17.754,2014-04-19,Ask Me Anything,5.624,389
False,"[28, 878, 12]",72559,en,G.I. Joe: Retaliation,48.082,2013-03-27,G.I. Joe: Retaliation,5.6,5315
False,"[18, 10402, 10749]",27,en,9 Songs,29.213,2004-07-16,9 Songs,5.6,489
False,"[18, 53]",542917,es,El silencio de la ciudad blanca,15.005,2019-10-25,Twin Murders: The Silence of the White City,5.622,312
False,[35],345914,en,The House,25.951,2017-06-29,The House,5.622,862
False,[18],336011,en,White Girl,15.684,2016-09-02,White Girl,5.621,443
False,[18],164251,en,Serena,16.936,2014-10-12,Serena,5.621,988
False,"[80, 53, 18]",9676,en,The Black Dahlia,34.362,2006-09-15,The Black Dahlia,5.621,1041
False,"[27, 9648]",13803,en,Amusement,14.869,2008-10-09,Amusement,5.62,333
False,[18],653601,en,Horse Girl,20.745,2020-01-27,Horse Girl,5.618,521
False,[27],484437,en,The Hole in the Ground,22.111,2019-03-01,The Hole in the Ground,5.618,643
False,"[878, 28, 12, 27, 53]",429471,en,Captive State,17.284,2019-03-15,Captive State,5.618,1083
False,"[16, 10751, 35]",50135,de,Konferenz der Tiere,14.075,2010-10-07,Animals United,5.618,302
False,"[12, 10770]",231474,en,The Hunters,12.526,2013-10-25,The Hunters,5.617,338
False,"[35, 10751, 12]",11888,en,Snow Dogs,21.756,2002-01-18,Snow Dogs,5.617,698
False,"[35, 10749]",2800,en,Rumor Has It...,28.717,2005-12-22,Rumor Has It...,5.617,1092
False,"[28, 12, 14, 10752]",9703,en,The Last Legion,19.796,2007-04-19,The Last Legion,5.616,765
False,"[35, 28]",9622,en,Beverly Hills Ninja,19.329,1997-01-17,Beverly Hills Ninja,5.616,718
False,"[28, 12, 10751, 35, 878, 18]",9488,en,Spy Kids 2: The Island of Lost Dreams,38.618,2002-08-07,Spy Kids 2: The Island of Lost Dreams,5.616,2086
False,"[53, 10749, 18]",412105,en,You Get Me,21.429,2017-06-19,You Get Me,5.614,1658
False,[35],219318,fr,Eyjafjallajökull,10.344,2013-10-02,The Volcano,5.614,619
False,"[27, 35, 878]",68684,en,Detention,11.645,2012-04-06,Detention,5.614,354
False,"[9648, 27, 14, 53]",806,en,The Omen,29.955,2006-06-06,The Omen,5.613,1007
False,"[35, 18, 10749]",144340,en,Admission,19.078,2013-03-21,Admission,5.612,589
False,"[878, 28, 53]",929,en,Godzilla,53.669,1998-05-20,Godzilla,5.612,3693
False,"[9648, 53, 18, 10749]",301372,en,Voice from the Stone,20.89,2017-04-28,Voice from the Stone,5.6,446
False,"[16, 10751, 14, 35, 12, 9648]",370567,en,Sherlock Gnomes,31.572,2018-03-15,Sherlock Gnomes,5.61,679
False,"[35, 878]",2210,en,Earth Girls Are Easy,22.574,1988-09-08,Earth Girls Are Easy,5.609,350
False,"[35, 878]",2210,en,Earth Girls Are Easy,22.574,1988-09-08,Earth Girls Are Easy,5.609,350
False,"[53, 12]",602654,en,Horizon Line,22.225,2020-10-29,Horizon Line,5.607,340
False,"[35, 53, 9648]",237756,en,Kill Me Three Times,13.289,2015-04-10,Kill Me Three Times,5.607,494
False,"[12, 18]",83770,en,On the Road,27.426,2012-05-22,On the Road,5.607,807
False,"[12, 35, 10751, 10749]",10603,en,George of the Jungle,30.078,1997-07-15,George of the Jungle,5.607,1997
False,"[18, 878, 53]",10200,en,The Day the Earth Stood Still,39.756,2008-12-10,The Day the Earth Stood Still,5.607,3242
False,[35],82679,en,Fun Size,22.023,2012-10-24,Fun Size,5.606,415
False,"[27, 18, 53]",414191,en,Our House,11.011,2018-07-27,Our House,5.6,318
False,"[27, 53]",300665,en,Leatherface,36.646,2017-09-14,Leatherface,5.605,1248
False,"[28, 80, 53]",106747,en,Machete Kills,28.315,2013-09-12,Machete Kills,5.605,1817
False,"[53, 878]",22825,en,The Box,24.461,2009-10-29,The Box,5.604,1676
False,"[12, 28]",1534,en,Pathfinder,23.7,2007-01-11,Pathfinder,5.604,646
False,"[12, 14, 878, 10751, 28]",475430,en,Artemis Fowl,24.554,2020-06-12,Artemis Fowl,5.603,1579
False,"[35, 18, 10749]",174321,en,The English Teacher,22.733,2013-05-16,The English Teacher,5.603,334
False,"[35, 27]",346671,en,Little Evil,16.419,2017-08-08,Little Evil,5.602,891
False,"[28, 878, 53, 37]",49849,en,Cowboys & Aliens,44.974,2011-07-29,Cowboys & Aliens,5.602,4844
False,"[878, 12, 28]",1979,en,Fantastic Four: Rise of the Silver Surfer,31.706,2007-06-13,Fantastic Four: Rise of the Silver Surfer,5.601,7568
False,"[27, 878, 28]",384521,en,The Cloverfield Paradox,37.899,2018-02-04,The Cloverfield Paradox,5.6,3094
False,[35],82687,en,The Guilt Trip,34.831,2012-12-19,The Guilt Trip,5.6,658
False,"[27, 9648]",19912,en,The Final Destination,41.783,2009-08-26,The Final Destination,5.6,3081
False,"[28, 35, 27]",10206,en,Buffy the Vampire Slayer,25.79,1992-07-24,Buffy the Vampire Slayer,5.6,765
False,"[35, 10749]",9794,en,Employee of the Month,20.432,2006-10-06,Employee of the Month,5.6,599
False,"[35, 10749]",1819,en,"You, Me and Dupree",24.374,2006-07-13,"You, Me and Dupree",5.6,1279
False,"[18, 27, 53]",692969,no,Kadaver,14.241,2020-10-22,Cadaver,5.6,594
False,"[28, 12]",718444,en,Rogue,23.051,2020-08-20,Rogue,5.598,655
False,"[878, 53, 27]",532710,en,Firestarter,44.266,2022-05-12,Firestarter,5.598,636
False,"[12, 14, 27, 35]",74461,en,Knights of Badassdom,12.414,2013-01-21,Knights of Badassdom,5.596,387
False,"[35, 80, 10749]",10878,en,Saving Silverman,16.429,2001-02-09,Saving Silverman,5.596,495
False,"[28, 35]",2335,fr,Taxi 4,31.325,2007-02-10,Taxi 4,5.6,1165
False,"[878, 28, 53]",8202,en,Æon Flux,31.745,2005-11-30,Æon Flux,5.595,2114
False,"[878, 9648, 53]",401371,en,Mute,22.095,2018-02-23,Mute,5.594,1020
False,[27],291272,en,We Are Still Here,12.853,2015-06-05,We Are Still Here,5.594,454
False,"[18, 27, 878, 53]",6171,en,Dreamcatcher,47.165,2003-03-21,Dreamcatcher,5.594,1652
False,"[35, 80, 18]",485504,en,El Camino Christmas,21.088,2017-12-08,El Camino Christmas,5.593,302
False,[35],52449,en,Bad Teacher,38.374,2011-05-16,Bad Teacher,5.593,4517
False,"[35, 878, 18]",46837,en,Kaboom,17.079,2010-10-06,Kaboom,5.593,307
False,"[53, 28]",335788,en,Renegades,23.281,2017-08-21,Renegades,5.592,311
False,[27],11377,en,House on Haunted Hill,31.001,1999-10-29,House on Haunted Hill,5.592,825
False,"[27, 18]",434555,en,The Possession of Hannah Grace,40.881,2018-11-29,The Possession of Hannah Grace,5.591,1257
False,"[28, 12, 878]",286567,en,Max Steel,20.25,2016-10-14,Max Steel,5.591,741
False,"[35, 18, 10752]",354287,en,War Machine,25.108,2017-05-26,War Machine,5.589,1080
False,[35],11132,en,Confessions of a Teenage Drama Queen,24.806,2004-02-17,Confessions of a Teenage Drama Queen,5.588,851
False,"[28, 35, 53, 80]",11045,en,Taxi,38.992,2004-10-06,Taxi,5.588,1007
False,"[27, 35]",27475,en,The Slumber Party Massacre,11.401,1982-09-10,The Slumber Party Massacre,5.587,306
False,[35],180296,en,They Came Together,24.84,2014-06-27,They Came Together,5.586,388
False,"[35, 10751, 16, 12]",41515,en,Yogi Bear,25.76,2010-12-17,Yogi Bear,5.586,831
False,[35],9757,en,Norbit,49.975,2007-02-08,Norbit,5.586,2213
False,"[9648, 12, 35, 10749, 18]",10956,en,Joe Dirt,22.727,2001-04-10,Joe Dirt,5.585,686
False,"[18, 10749]",118289,en,Diana,18.51,2013-09-19,Diana,5.584,468
False,"[35, 28, 878]",80035,en,The Watch,35.983,2012-07-26,The Watch,5.584,2214
False,"[12, 28, 878, 53]",28510,en,Universal Soldier: Regeneration,36.867,2009-10-01,Universal Soldier: Regeneration,5.584,421
False,"[28, 12, 14, 18]",9334,en,The Scorpion King,39.575,2002-04-18,The Scorpion King,5.584,2988
False,"[28, 35, 14, 27]",457943,en,Slaughterhouse Rulez,31.24,2018-10-31,Slaughterhouse Rulez,5.583,429
False,"[53, 14, 28, 35]",10610,en,The Medallion,29.998,2003-08-15,The Medallion,5.583,1025
False,"[35, 18]",744594,en,White Noise,19.459,2022-11-25,White Noise,5.582,622
False,[35],369776,fr,Les Tuche 2 : Le Rêve américain,9.9,2016-02-03,The Tuche Family: The American Dream,5.582,929
False,"[28, 18, 53, 80]",144336,en,Sabotage,24.441,2014-03-28,Sabotage,5.6,1352
False,"[28, 80, 53]",70074,en,Bullet to the Head,24.02,2012-11-14,Bullet to the Head,5.582,1206
False,"[28, 80, 35]",40805,en,The Green Hornet,32.539,2011-01-12,The Green Hornet,5.582,3083
False,"[18, 14, 53]",658777,de,Freaks – Du bist eine von uns,14.987,2020-09-02,Freaks – You're One of Us,5.58,311
False,"[28, 27, 878, 53]",384798,en,Kill Command,27.093,2016-05-13,Kill Command,5.579,545
False,"[18, 878, 53]",2900,en,The Astronaut's Wife,16.412,1999-08-27,The Astronaut's Wife,5.6,862
False,"[878, 18, 12, 80, 28]",582607,en,See You Yesterday,14.336,2019-05-03,See You Yesterday,5.578,516
False,"[27, 53, 9648]",10008,en,An American Haunting,12.629,2005-05-05,An American Haunting,5.578,463
False,"[53, 80, 18]",9623,en,The Juror,18.838,1996-02-02,The Juror,5.6,352
False,[35],382511,fr,Radin !,15.056,2016-09-28,Penny Pincher!,5.577,884
False,"[80, 18, 53]",433630,en,Inconceivable,26.664,2017-06-30,Inconceivable,5.576,317
False,"[27, 9648, 53]",241257,en,Regression,23.748,2015-10-01,Regression,5.576,1727
False,[35],57431,en,The Sitter,21.579,2011-12-09,The Sitter,5.576,890
False,"[53, 27]",185341,es,[REC] 4: Apocalipsis,20.209,2014-10-31,[REC]⁴ Apocalypse,5.574,1080
False,"[35, 10751]",9969,en,Deck the Halls,21.897,2006-11-22,Deck the Halls,5.574,636
False,"[35, 18]",575479,fr,Une fille facile,14.086,2019-08-28,An Easy Girl,5.573,336
False,"[27, 53]",12662,en,Psycho III,19.19,1986-04-02,Psycho III,5.573,354
False,"[10751, 12, 35, 18]",9447,en,Babe: Pig in the City,25.609,1998-11-25,Babe: Pig in the City,5.573,1169
False,"[878, 28]",560144,en,Skylines,24.348,2020-10-25,Skylines,5.572,516
False,"[28, 12, 53]",500916,en,Primal,32.823,2019-12-27,Primal,5.572,333
False,[35],467673,fr,Budapest,11.404,2018-06-27,Budapest,5.572,423
False,"[53, 80]",10375,en,D-Tox,21.78,2002-01-04,D-Tox,5.57,609
False,"[10751, 12, 35, 10749]",11637,en,Are We There Yet?,24.819,2005-01-20,Are We There Yet?,5.569,917
False,"[35, 28, 12, 53]",10762,en,Without a Paddle,17.622,2004-08-20,Without a Paddle,5.568,613
False,"[35, 28, 80]",146375,fr,De l'autre côté du périph,15.759,2012-12-15,On the Other Side of the Tracks,5.567,643
False,"[27, 878]",10344,en,The Fly II,26.282,1989-02-10,The Fly II,5.6,587
False,"[35, 10749]",49012,en,Arthur,26.098,2011-04-08,Arthur,5.566,701
False,"[16, 35, 10751, 12, 18, 14]",9513,en,Garfield: A Tail of Two Kitties,36.545,2006-06-15,Garfield: A Tail of Two Kitties,5.6,2065
False,[35],306523,it,Ogni maledetto Natale,7.175,2014-11-27,Ogni maledetto Natale,5.565,314
False,"[53, 28, 14]",1250,en,Ghost Rider,58.028,2007-01-15,Ghost Rider,5.564,5657
False,"[10751, 14, 28, 12]",420808,en,Peter Pan & Wendy,42.272,2023-04-20,Peter Pan & Wendy,5.563,614
False,"[18, 10749]",314385,en,By the Sea,15.635,2015-11-12,By the Sea,5.563,567
False,[27],13025,en,Diary of the Dead,20.732,2007-05-26,Diary of the Dead,5.562,745
False,"[28, 80, 9648, 53]",22787,en,Whiteout,23.016,2009-09-09,Whiteout,5.561,709
False,[878],354282,en,Science Fiction Volume One: The Osiris Child,21.847,2016-02-17,Science Fiction Volume One: The Osiris Child,5.56,462
False,[35],100042,en,Dumb and Dumber To,44.479,2014-11-12,Dumb and Dumber To,5.558,3021
False,"[27, 9648, 53]",9022,en,All the Boys Love Mandy Lane,13.601,2006-09-09,All the Boys Love Mandy Lane,5.559,624
False,"[35, 10749]",8859,en,"Dude, Where's My Car?",23.594,2000-12-15,"Dude, Where's My Car?",5.559,1772
False,[18],1665,en,Last Days,16.843,2005-06-12,Last Days,5.6,348
False,[27],134366,en,Grave Encounters 2,28.235,2012-10-12,Grave Encounters 2,5.557,863
False,"[28, 14, 53]",10546,en,The Crow: City of Angels,28.687,1996-08-29,The Crow: City of Angels,5.556,489
False,"[28, 35, 80]",23742,en,Cop Out,24.827,2010-02-26,Cop Out,5.6,1424
False,"[28, 12, 80, 18, 53]",13572,en,Twisted,26.795,2004-02-27,Twisted,5.554,491
False,"[35, 27]",255798,en,Burying the Ex,16.186,2014-09-04,Burying the Ex,5.553,444
False,"[28, 12, 80, 18, 53]",13572,en,Twisted,26.795,2004-02-27,Twisted,5.554,491
False,"[35, 27]",255798,en,Burying the Ex,16.186,2014-09-04,Burying the Ex,5.553,444
False,"[53, 18, 9648]",82390,en,The Paperboy,22.022,2012-09-14,The Paperboy,5.553,708
False,"[35, 10749]",19899,en,Couples Retreat,43.136,2009-09-19,Couples Retreat,5.553,1891
False,"[14, 27, 28, 12]",456740,en,Hellboy,59.959,2019-04-10,Hellboy,5.552,3232
False,"[878, 27]",10163,en,The Lawnmower Man,21.666,1992-03-05,The Lawnmower Man,5.6,683
False,"[27, 9648, 53, 14, 18]",421792,en,Down a Dark Hall,15.203,2018-08-01,Down a Dark Hall,5.551,652
False,"[18, 14, 9648]",9697,en,Lady in the Water,24.2,2006-07-20,Lady in the Water,5.551,1303
False,"[27, 18, 878]",469721,en,The Cured,16.436,2017-11-24,The Cured,5.55,342
False,"[9648, 53, 80]",458109,en,Spinning Man,21.311,2018-04-06,Spinning Man,5.549,408
False,[35],42441,it,Tifosi,8.023,1999-10-01,Tifosi,5.549,328
False,"[35, 10751]",7233,en,Rebound,17.116,2005-07-01,Rebound,5.549,315
False,"[27, 53]",368031,en,Unfriend,22.96,2016-01-07,Friend Request,5.548,1197
False,"[27, 53, 14]",12521,en,Shocker,28.262,1989-03-23,Shocker,5.548,399
False,"[10751, 16]",9904,en,The Wild,22.673,2006-04-06,The Wild,5.548,1001
False,"[28, 80, 18, 53]",332411,en,I Am Wrath,21.788,2016-04-14,I Am Wrath,5.547,609
False,[35],13043,fr,Camping,8.554,2006-04-26,Camping,5.547,828
False,"[27, 9648, 53]",587496,en,The Rental,23.847,2020-07-23,The Rental,5.545,828
False,"[28, 53]",525657,en,Daughter of the Wolf,21.219,2019-06-14,Daughter of the Wolf,5.545,300
False,"[878, 12, 28]",1927,en,Hulk,61.782,2003-06-19,Hulk,5.545,5540
False,"[35, 9648, 80]",890541,it,7 donne e un mistero,13.92,2021-12-25,7 Women and a Murder,5.542,332
False,"[35, 28, 12, 10751, 10749]",17047,en,Agent Cody Banks 2: Destination London,24.611,2004-03-12,Agent Cody Banks 2: Destination London,5.542,596
False,"[14, 27, 12, 28]",9954,en,The Covenant,25.296,2006-09-08,The Covenant,5.5,942
False,"[28, 35, 80]",54054,en,One for the Money,15.055,2012-01-26,One for the Money,5.541,928
False,"[27, 9648, 14]",46441,en,Mirrors 2,23.186,2010-10-18,Mirrors 2,5.5,393
False,"[10749, 35]",11812,en,The Sweetest Thing,26.396,2002-04-12,The Sweetest Thing,5.541,1025
False,"[35, 80, 18]",9879,en,Striptease,26.374,1996-06-28,Striptease,5.541,1016
False,[18],10802,en,Showgirls,42.443,1995-09-22,Showgirls,5.54,1158
False,"[35, 10749]",19556,en,Miss March,19.929,2009-03-13,Miss March,5.539,343
False,"[35, 14]",11962,en,Joe's Apartment,26.634,1996-07-26,Joe's Apartment,5.5,311
False,[35],17350,fr,Brice de Nice,9.088,2005-03-30,The Brice Man,5.538,1186
False,"[35, 10751]",22949,en,Old Dogs,25.313,2009-11-24,Old Dogs,5.5,699
False,"[35, 18]",9586,en,The Bonfire of the Vanities,26.403,1990-12-21,The Bonfire of the Vanities,5.536,447
False,"[27, 53]",9793,en,The Hills Have Eyes 2,32.161,2007-03-22,The Hills Have Eyes 2,5.534,1375
False,"[35, 12, 28]",6519,en,The Dukes of Hazzard,27.607,2005-08-05,The Dukes of Hazzard,5.534,1101
False,"[18, 53, 27]",83,en,Open Water,17.678,2003-10-26,Open Water,5.534,1012
False,"[27, 9648, 53]",277685,en,Unfriended,19.375,2014-10-22,Unfriended,5.533,3239
False,"[16, 35, 14]",14239,en,Cool World,21.798,1992-07-10,Cool World,5.533,676
False,"[53, 28]",195590,en,Collide,16.136,2016-06-10,Collide,5.532,557
False,"[28, 35, 14]",602211,en,Fatman,25.883,2020-10-19,Fatman,5.531,780
False,"[53, 27]",10727,en,Darkness Falls,16.748,2003-01-24,Darkness Falls,5.532,556
False,"[28, 35, 14]",602211,en,Fatman,25.883,2020-10-19,Fatman,5.531,780
False,"[27, 18, 53]",523139,en,In the Tall Grass,28.834,2019-09-20,In the Tall Grass,5.53,2081
False,"[28, 12, 36, 10749, 18]",76649,en,Pompeii,28.024,2014-02-18,Pompeii,5.53,3134
False,"[27, 9648]",43931,en,My Soul to Take,19.496,2010-10-08,My Soul to Take,5.53,496
False,"[35, 10749]",150117,en,I Give It a Year,14.08,2013-02-08,I Give It a Year,5.529,714
False,"[27, 53, 9648]",101179,en,Truth or Dare,14.859,2012-08-05,Truth or Dare,5.529,339
False,"[35, 10749]",13401,en,The Accidental Husband,23.058,2008-02-29,The Accidental Husband,5.5,527
False,[35],13160,en,Over Her Dead Body,17.711,2008-02-01,Over Her Dead Body,5.529,441
False,"[35, 10749]",7839,en,Wedding Daze,24.966,2006-09-09,Wedding Daze,5.529,331
False,"[18, 27, 53]",11804,en,White Noise,21.042,2005-01-07,White Noise,5.528,765
False,"[80, 53]",8080,en,Suspect Zero,15.702,2004-08-27,Suspect Zero,5.528,301
False,[28],97430,en,The Man with the Iron Fists,26.728,2012-11-02,The Man with the Iron Fists,5.5,1071
False,"[28, 53]",77234,en,The Numbers Station,18.238,2013-04-18,The Numbers Station,5.527,529
False,"[9648, 27, 53]",14435,en,My Bloody Valentine,22.222,2009-01-16,My Bloody Valentine,5.527,1101
False,"[35, 10751, 28, 12]",13493,en,College Road Trip,20.356,2008-03-07,College Road Trip,5.527,377
False,"[28, 12, 878]",10329,en,Congo,42.936,1995-06-09,Congo,5.5,824
False,"[80, 35, 28]",38322,en,"Big Mommas: Like Father, Like Son",33.037,2011-02-16,"Big Mommas: Like Father, Like Son",5.5,1182
False,"[28, 53]",641790,en,Trauma Center,24.213,2019-12-06,Trauma Center,5.525,356
False,"[878, 10749, 18]",613911,en,Bliss,29.786,2021-02-05,Bliss,5.525,582
False,"[53, 27]",364116,en,The Other Side of the Door,18.733,2016-02-25,The Other Side of the Door,5.525,793
False,"[35, 10751]",20737,en,Air Bud,24.585,1997-08-01,Air Bud,5.525,438
False,"[27, 28, 878, 53]",339547,en,Jeruzalem,10.254,2016-01-22,Jeruzalem,5.523,558
False,"[28, 53]",77663,en,Killing Season,14.417,2013-07-12,Killing Season,5.5,933
False,"[18, 10402, 10749]",10197,en,Nine,14.139,2009-12-03,Nine,5.523,560
False,"[27, 9648, 53]",23437,en,A Nightmare on Elm Street,33.819,2010-04-30,A Nightmare on Elm Street,5.521,2562
False,"[28, 35]",5851,en,Showtime,18.367,2002-03-14,Showtime,5.521,915
False,"[18, 53, 878]",339988,en,The Circle,32.393,2017-04-27,The Circle,5.519,4282
False,[27],301846,en,Howl,21.878,2015-10-01,Howl,5.519,465
False,"[27, 53]",10984,en,Valentine,21.153,2001-02-02,Valentine,5.519,516
False,[35],8275,en,American Pie Presents: The Naked Mile,52.69,2006-12-04,American Pie Presents: The Naked Mile,5.519,1957
False,"[18, 10749]",444902,en,Dirty Dancing,15.099,2017-05-24,Dirty Dancing,5.518,416
False,[53],70578,en,Trespass,19.895,2011-10-13,Trespass,5.517,1096
False,"[27, 878]",265016,en,Extraterrestrial,12.289,2014-10-17,Extraterrestrial,5.516,480
False,[35],399131,en,Dude,15.789,2018-04-20,Dude,5.514,736
False,"[80, 18, 53]",385332,en,Terminal,24.24,2018-05-10,Terminal,5.514,759
False,"[28, 35, 14]",11817,en,Bulletproof Monk,35.021,2003-03-28,Bulletproof Monk,5.514,869
False,"[35, 10749, 18]",11523,en,View from the Top,18.925,2003-03-21,View from the Top,5.5,528
False,"[28, 53]",581644,en,The Misfits,38.385,2021-06-03,The Misfits,5.512,410
False,"[28, 53]",466622,en,The Rhythm Section,25.34,2020-01-31,The Rhythm Section,5.5,565
False,"[878, 28]",313943,en,Revolt,23.014,2017-07-01,Revolt,5.512,347
False,"[28, 53, 80]",287948,en,The Transporter Refueled,51.495,2015-09-02,The Transporter Refueled,5.5,1407
False,"[35, 12]",210860,en,Mortdecai,28.752,2015-01-21,Mortdecai,5.512,2564
False,"[27, 53]",1975,en,The Grudge 2,22.091,2006-10-12,The Grudge 2,5.512,966
False,"[28, 878, 53]",122857,en,Universal Soldier: Day of Reckoning,28.298,2012-10-04,Universal Soldier: Day of Reckoning,5.511,400
False,"[10751, 35]",10438,en,Beethoven's 2nd,31.29,1993-12-14,Beethoven's 2nd,5.511,927
False,"[35, 878, 28, 12]",9531,en,Superman III,27.541,1983-06-17,Superman III,5.511,1604
False,"[28, 12, 35, 878]",615678,en,Thunder Force,23.177,2021-04-09,Thunder Force,5.51,1176
False,"[10402, 10751, 18]",266639,en,Jem and the Holograms,17.29,2015-10-22,Jem and the Holograms,5.51,368
False,[35],75198,fr,Bienvenue à bord,11.266,2011-10-05,Welcome Aboard,5.509,506
False,[27],420245,en,Don't Knock Twice,16.325,2016-11-13,Don't Knock Twice,5.508,713
False,"[28, 12, 35, 27, 878]",339530,en,Tremors 5: Bloodlines,28.125,2015-10-06,Tremors 5: Bloodlines,5.5,388
False,"[14, 35, 10749]",16300,en,Down to Earth,16.035,2001-02-16,Down to Earth,5.508,378
False,"[10751, 16, 12, 35, 10752]",14175,en,Valiant,18.631,2005-03-25,Valiant,5.508,860
False,"[53, 878, 9648]",437,en,Cube 2: Hypercube,22.856,2002-04-15,Cube 2: Hypercube,5.508,1356
False,[35],248507,fr,Supercondriaque,9.232,2014-02-26,Superchondriac,5.507,1029
False,"[35, 10749]",19918,en,Spread,34.355,2009-01-16,Spread,5.5,830
False,"[14, 53, 28, 12, 27]",282035,en,The Mummy,44.933,2017-06-06,The Mummy,5.506,6921
False,"[27, 9648, 53]",10885,en,Shutter,30.257,2008-03-21,Shutter,5.505,692
False,[35],450179,fr,Problemos,9.088,2017-05-10,Problemos,5.503,378
False,[35],58444,it,Femmine contro maschi,9.58,2011-02-04,Women Vs Men,5.502,606
False,"[35, 10749]",50647,en,Wanderlust,33.225,2012-02-23,Wanderlust,5.501,1199
False,"[27, 35, 53]",43919,en,Hatchet II,22.644,2010-08-26,Hatchet II,5.5,345
False,[35],12121,en,Made in America,16.432,1993-01-06,Made in America,5.5,339
False,"[12, 14]",68737,en,Seventh Son,51.496,2014-12-12,Seventh Son,5.498,2402
False,"[53, 27, 9648]",61012,en,Silent Hill: Revelation 3D,34.01,2012-10-10,Silent Hill: Revelation 3D,5.498,1530
False,"[28, 12, 53]",230179,en,Big Game,18.935,2015-03-19,Big Game,5.497,1091
False,"[35, 10749, 18]",89008,en,The Oranges,18.661,2011-09-09,The Oranges,5.497,473
False,"[12, 10751]",36355,en,Flipper,16.008,1996-05-17,Flipper,5.497,304
False,"[28, 80, 878, 53]",9271,en,Virtuosity,25.917,1995-08-04,Virtuosity,5.5,503
False,[27],124470,en,Exists,20.752,2014-03-17,Exists,5.495,307
False,"[35, 80]",10587,en,Police Academy 4: Citizens on Patrol,31.964,1987-04-02,Police Academy 4: Citizens on Patrol,5.495,1086
False,"[80, 18]",520360,en,King of Thieves,17.12,2018-09-04,King of Thieves,5.5,400
False,"[12, 28, 14]",1735,en,The Mummy: Tomb of the Dragon Emperor,50.61,2008-07-01,The Mummy: Tomb of the Dragon Emperor,5.5,4242
False,[27],343173,en,The Rezort,11.124,2015-06-15,The Rezort,5.492,356
False,"[18, 35, 10749]",222936,en,Aloha,19.289,2015-05-29,Aloha,5.5,1940
False,"[35, 10751, 12]",13767,en,The Santa Clause 3: The Escape Clause,35.553,2006-11-02,The Santa Clause 3: The Escape Clause,5.491,1013
False,"[53, 28]",277355,en,Everly,20.198,2014-09-20,Everly,5.488,570
False,"[35, 10749]",52124,it,Io & Marilyn,10.479,2009-12-17,Me and Marilyn,5.488,402
False,"[80, 27, 53]",73861,sr,Srpski film,45.587,2010-06-16,A Serbian Film,5.486,1828
False,"[10749, 35]",9356,en,Look Who's Talking Too,23.958,1990-12-14,Look Who's Talking Too,5.486,1320
False,"[35, 28]",434355,fr,Taxi 5,24.304,2018-04-07,Taxi 5,5.485,950
False,[35],86868,fr,La Vérité si je mens ! 3,10.438,2012-01-31,Would I Lie to You? 3,5.5,325
False,[35],253310,en,Premature,15.864,2014-07-02,Premature,5.484,431
False,[35],419700,en,Sandy Wexler,33.576,2017-04-14,Sandy Wexler,5.483,524
False,"[35, 10749]",348537,es,Ocho apellidos catalanes,14.426,2015-11-20,Spanish Affair 2,5.481,386
False,"[28, 12, 35, 10751]",10923,en,Agent Cody Banks,32.213,2003-03-14,Agent Cody Banks,5.481,1036
